rank,id,round,score,exact,under,over,extremeOver,totalOnsets,parameters
522,r003-0066-24cc242a,3,184,5,5,5,0,114,"{""relativeReattackFactor"":3.360338,""relativeReattackMinDelta"":0.012027,""relativeFluxFactor"":1.922675,""spectralNoveltyRatio"":3.007578,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.771859,""cooldownOverrideMinFlux"":0.026323,""cooldownOverrideMinBandRatio"":0.064092,""analyzeIntervalMs"":44}"
523,r004-0038-fc828670,4,184,5,3,7,0,119,"{""relativeReattackFactor"":3.392041,""relativeReattackMinDelta"":0.01406,""relativeFluxFactor"":1.472087,""spectralNoveltyRatio"":2.606071,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.424913,""cooldownOverrideMinFlux"":0.026584,""cooldownOverrideMinBandRatio"":0.06259,""analyzeIntervalMs"":42}"
524,r004-0067-769f9411,4,184,5,3,7,0,118,"{""relativeReattackFactor"":3.630526,""relativeReattackMinDelta"":0.016975,""relativeFluxFactor"":1.74094,""spectralNoveltyRatio"":3.116421,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":2.538816,""cooldownOverrideMinFlux"":0.025434,""cooldownOverrideMinBandRatio"":0.062385,""analyzeIntervalMs"":42}"
525,r005-0033-45096c1a,5,184,5,3,7,0,118,"{""relativeReattackFactor"":3.663241,""relativeReattackMinDelta"":0.011671,""relativeFluxFactor"":1.591506,""spectralNoveltyRatio"":2.760595,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.235641,""cooldownOverrideMinFlux"":0.02805,""cooldownOverrideMinBandRatio"":0.063953,""analyzeIntervalMs"":42}"
526,r005-0065-1027617a,5,184,5,3,7,0,119,"{""relativeReattackFactor"":3.522502,""relativeReattackMinDelta"":0.011704,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.060634,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.361803,""cooldownOverrideMinFlux"":0.027847,""cooldownOverrideMinBandRatio"":0.067093,""analyzeIntervalMs"":42}"
527,r006-0015-457cb657,6,184,5,3,7,0,118,"{""relativeReattackFactor"":3.475223,""relativeReattackMinDelta"":0.011574,""relativeFluxFactor"":1.685556,""spectralNoveltyRatio"":2.615476,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.681646,""cooldownOverrideMinFlux"":0.028578,""cooldownOverrideMinBandRatio"":0.054294,""analyzeIntervalMs"":42}"
528,r006-0044-6f4e07ac,6,184,5,3,7,0,117,"{""relativeReattackFactor"":3.533004,""relativeReattackMinDelta"":0.012657,""relativeFluxFactor"":1.676605,""spectralNoveltyRatio"":2.985474,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.426203,""cooldownOverrideMinFlux"":0.027656,""cooldownOverrideMinBandRatio"":0.064822,""analyzeIntervalMs"":42}"
529,r006-0054-69a46101,6,184,5,3,7,0,118,"{""relativeReattackFactor"":3.443529,""relativeReattackMinDelta"":0.012133,""relativeFluxFactor"":1.750384,""spectralNoveltyRatio"":3.118148,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.261809,""cooldownOverrideMinFlux"":0.026026,""cooldownOverrideMinBandRatio"":0.063292,""analyzeIntervalMs"":42}"
530,r007-0029-c065ce6c,7,184,5,3,7,0,119,"{""relativeReattackFactor"":3.609498,""relativeReattackMinDelta"":0.013155,""relativeFluxFactor"":1.531696,""spectralNoveltyRatio"":2.775677,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.411923,""cooldownOverrideMinFlux"":0.027099,""cooldownOverrideMinBandRatio"":0.062035,""analyzeIntervalMs"":42}"
531,r004-0008-dbbe9a2f,4,184,5,2,8,0,120,"{""relativeReattackFactor"":3.56247,""relativeReattackMinDelta"":0.012654,""relativeFluxFactor"":1.654045,""spectralNoveltyRatio"":2.85978,""spectralNoveltyMinBins"":44,""cooldownFrames"":5,""cooldownOverrideFactor"":2.449347,""cooldownOverrideMinFlux"":0.026157,""cooldownOverrideMinBandRatio"":0.067452,""analyzeIntervalMs"":42}"
532,r005-0004-c3fbefd1,5,184,5,2,8,0,122,"{""relativeReattackFactor"":3.564083,""relativeReattackMinDelta"":0.012141,""relativeFluxFactor"":1.788296,""spectralNoveltyRatio"":2.47549,""spectralNoveltyMinBins"":44,""cooldownFrames"":5,""cooldownOverrideFactor"":2.836264,""cooldownOverrideMinFlux"":0.027207,""cooldownOverrideMinBandRatio"":0.059187,""analyzeIntervalMs"":42}"
533,r005-0039-efd3731e,5,184,5,2,8,0,122,"{""relativeReattackFactor"":3.416281,""relativeReattackMinDelta"":0.010866,""relativeFluxFactor"":1.752427,""spectralNoveltyRatio"":2.545512,""spectralNoveltyMinBins"":44,""cooldownFrames"":5,""cooldownOverrideFactor"":2.487968,""cooldownOverrideMinFlux"":0.028872,""cooldownOverrideMinBandRatio"":0.056574,""analyzeIntervalMs"":42}"
534,r007-0024-6f96759f,7,184,5,2,8,0,121,"{""relativeReattackFactor"":3.535386,""relativeReattackMinDelta"":0.011995,""relativeFluxFactor"":1.513107,""spectralNoveltyRatio"":2.771725,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.391411,""cooldownOverrideMinFlux"":0.027033,""cooldownOverrideMinBandRatio"":0.060784,""analyzeIntervalMs"":42}"
535,r007-0074-539bfea0,7,184,5,2,8,0,121,"{""relativeReattackFactor"":3.530322,""relativeReattackMinDelta"":0.012846,""relativeFluxFactor"":1.548845,""spectralNoveltyRatio"":3.024289,""spectralNoveltyMinBins"":44,""cooldownFrames"":5,""cooldownOverrideFactor"":2.284863,""cooldownOverrideMinFlux"":0.026036,""cooldownOverrideMinBandRatio"":0.064619,""analyzeIntervalMs"":42}"
536,r005-0072-4b56bb2c,5,180,5,5,2,0,114,"{""relativeReattackFactor"":3.715303,""relativeReattackMinDelta"":0.016126,""relativeFluxFactor"":2.03093,""spectralNoveltyRatio"":3.039944,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.719556,""cooldownOverrideMinFlux"":0.026209,""cooldownOverrideMinBandRatio"":0.061971,""analyzeIntervalMs"":40}"
537,r012-0028-f280a706,12,180,5,5,2,0,115,"{""relativeReattackFactor"":3.686443,""relativeReattackMinDelta"":0.012306,""relativeFluxFactor"":1.469259,""spectralNoveltyRatio"":3.047987,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.679282,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070433,""analyzeIntervalMs"":40}"
538,r012-0043-a4745cf4,12,180,5,5,2,0,115,"{""relativeReattackFactor"":3.684054,""relativeReattackMinDelta"":0.011138,""relativeFluxFactor"":1.515318,""spectralNoveltyRatio"":3.127427,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.542622,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069988,""analyzeIntervalMs"":40}"
539,r004-0028-ad29dd13,4,180,5,3,4,0,116,"{""relativeReattackFactor"":3.60765,""relativeReattackMinDelta"":0.012202,""relativeFluxFactor"":1.640167,""spectralNoveltyRatio"":2.553116,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.206723,""cooldownOverrideMinFlux"":0.027759,""cooldownOverrideMinBandRatio"":0.058274,""analyzeIntervalMs"":39}"
540,r003-0028-04058a4f,3,180,5,2,5,0,119,"{""relativeReattackFactor"":3.707566,""relativeReattackMinDelta"":0.016635,""relativeFluxFactor"":1.594319,""spectralNoveltyRatio"":3.687547,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":3.269889,""cooldownOverrideMinFlux"":0.026921,""cooldownOverrideMinBandRatio"":0.052794,""analyzeIntervalMs"":35}"
541,r002-0042-c16d177f,2,178,5,10,1,0,104,"{""relativeReattackFactor"":3.149911,""relativeReattackMinDelta"":0.011305,""relativeFluxFactor"":4.102373,""spectralNoveltyRatio"":5.475857,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.021144,""cooldownOverrideMinBandRatio"":0.060571,""analyzeIntervalMs"":44}"
542,r003-0007-b18aa28e,3,178,5,10,1,0,107,"{""relativeReattackFactor"":3.34931,""relativeReattackMinDelta"":0.023906,""relativeFluxFactor"":3.646104,""spectralNoveltyRatio"":5.500226,""spectralNoveltyMinBins"":36,""cooldownFrames"":5,""cooldownOverrideFactor"":1.881945,""cooldownOverrideMinFlux"":0.012644,""cooldownOverrideMinBandRatio"":0.030901,""analyzeIntervalMs"":44}"
543,r003-0044-f308ccd6,3,178,5,10,1,0,104,"{""relativeReattackFactor"":3.087758,""relativeReattackMinDelta"":0.011262,""relativeFluxFactor"":3.303998,""spectralNoveltyRatio"":4.398951,""spectralNoveltyMinBins"":60,""cooldownFrames"":5,""cooldownOverrideFactor"":4.938722,""cooldownOverrideMinFlux"":0.015207,""cooldownOverrideMinBandRatio"":0.04367,""analyzeIntervalMs"":44}"
544,r007-0079-c41d02ab,7,178,5,3,8,0,120,"{""relativeReattackFactor"":3.435071,""relativeReattackMinDelta"":0.01139,""relativeFluxFactor"":1.573173,""spectralNoveltyRatio"":3.029056,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.394895,""cooldownOverrideMinFlux"":0.0262,""cooldownOverrideMinBandRatio"":0.062982,""analyzeIntervalMs"":42}"
545,r004-0058-a7ab1174,4,178,5,2,9,0,125,"{""relativeReattackFactor"":3.462772,""relativeReattackMinDelta"":0.010944,""relativeFluxFactor"":1.455747,""spectralNoveltyRatio"":2.591001,""spectralNoveltyMinBins"":42,""cooldownFrames"":5,""cooldownOverrideFactor"":2.394527,""cooldownOverrideMinFlux"":0.028841,""cooldownOverrideMinBandRatio"":0.060333,""analyzeIntervalMs"":42}"
546,r003-0029-a3dd047b,3,175,5,8,4,0,106,"{""relativeReattackFactor"":3.361945,""relativeReattackMinDelta"":0.013126,""relativeFluxFactor"":3.13931,""spectralNoveltyRatio"":5.03111,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.544207,""cooldownOverrideMinFlux"":0.014748,""cooldownOverrideMinBandRatio"":0.049421,""analyzeIntervalMs"":42}"
547,r004-0042-24b2a8dc,4,174,5,5,3,0,114,"{""relativeReattackFactor"":3.821595,""relativeReattackMinDelta"":0.015463,""relativeFluxFactor"":1.695931,""spectralNoveltyRatio"":3.065576,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.546374,""cooldownOverrideMinFlux"":0.028395,""cooldownOverrideMinBandRatio"":0.064834,""analyzeIntervalMs"":40}"
548,r005-0045-f4ac49e3,5,174,5,5,3,0,113,"{""relativeReattackFactor"":3.636097,""relativeReattackMinDelta"":0.012878,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.310811,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.45818,""cooldownOverrideMinFlux"":0.029558,""cooldownOverrideMinBandRatio"":0.07079,""analyzeIntervalMs"":39}"
549,r006-0003-041d442b,6,174,5,5,3,0,115,"{""relativeReattackFactor"":3.749469,""relativeReattackMinDelta"":0.015477,""relativeFluxFactor"":2.090019,""spectralNoveltyRatio"":3.190396,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.636484,""cooldownOverrideMinFlux"":0.026314,""cooldownOverrideMinBandRatio"":0.059491,""analyzeIntervalMs"":40}"
550,r006-0023-a4ba85f5,6,174,5,5,3,0,115,"{""relativeReattackFactor"":3.709725,""relativeReattackMinDelta"":0.015896,""relativeFluxFactor"":1.864766,""spectralNoveltyRatio"":3.145821,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.640844,""cooldownOverrideMinFlux"":0.026427,""cooldownOverrideMinBandRatio"":0.062594,""analyzeIntervalMs"":40}"
551,r007-0008-d3d41ff3,7,174,5,5,3,0,115,"{""relativeReattackFactor"":3.734853,""relativeReattackMinDelta"":0.015921,""relativeFluxFactor"":1.819597,""spectralNoveltyRatio"":3.070096,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.651276,""cooldownOverrideMinFlux"":0.027936,""cooldownOverrideMinBandRatio"":0.058655,""analyzeIntervalMs"":40}"
552,r007-0078-1eb5e74a,7,174,5,5,3,0,115,"{""relativeReattackFactor"":3.737376,""relativeReattackMinDelta"":0.0155,""relativeFluxFactor"":2.164798,""spectralNoveltyRatio"":2.824382,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.51526,""cooldownOverrideMinFlux"":0.027076,""cooldownOverrideMinBandRatio"":0.056224,""analyzeIntervalMs"":40}"
553,r004-0024-35e6ef1b,4,174,5,4,4,0,116,"{""relativeReattackFactor"":3.66796,""relativeReattackMinDelta"":0.012179,""relativeFluxFactor"":1.717969,""spectralNoveltyRatio"":2.967316,""spectralNoveltyMinBins"":60,""cooldownFrames"":5,""cooldownOverrideFactor"":2.118536,""cooldownOverrideMinFlux"":0.029756,""cooldownOverrideMinBandRatio"":0.047841,""analyzeIntervalMs"":45}"
554,r003-0074-d20b9894,3,166,5,9,4,0,107,"{""relativeReattackFactor"":3.070049,""relativeReattackMinDelta"":0.014719,""relativeFluxFactor"":3.671753,""spectralNoveltyRatio"":4.561235,""spectralNoveltyMinBins"":62,""cooldownFrames"":5,""cooldownOverrideFactor"":4.582494,""cooldownOverrideMinFlux"":0.016657,""cooldownOverrideMinBandRatio"":0.040062,""analyzeIntervalMs"":42}"
555,r005-0038-11c82334,5,162,5,2,5,0,119,"{""relativeReattackFactor"":3.67944,""relativeReattackMinDelta"":0.012928,""relativeFluxFactor"":1.452142,""spectralNoveltyRatio"":3.054034,""spectralNoveltyMinBins"":43,""cooldownFrames"":5,""cooldownOverrideFactor"":2.537611,""cooldownOverrideMinFlux"":0.026084,""cooldownOverrideMinBandRatio"":0.063529,""analyzeIntervalMs"":39}"
556,r002-0026-eacba766,2,158,5,2,5,0,122,"{""relativeReattackFactor"":3.344032,""relativeReattackMinDelta"":0.021664,""relativeFluxFactor"":3.093974,""spectralNoveltyRatio"":5.886873,""spectralNoveltyMinBins"":25,""cooldownFrames"":5,""cooldownOverrideFactor"":2.627491,""cooldownOverrideMinFlux"":0.009482,""cooldownOverrideMinBandRatio"":0.02675,""analyzeIntervalMs"":41}"
557,r003-0008-58d2a313,3,156,5,2,6,0,121,"{""relativeReattackFactor"":3.314448,""relativeReattackMinDelta"":0.015149,""relativeFluxFactor"":1.523536,""spectralNoveltyRatio"":3.813913,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":3.261896,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.051142,""analyzeIntervalMs"":35}"
558,r003-0058-061ef191,3,156,5,2,6,0,120,"{""relativeReattackFactor"":3.435107,""relativeReattackMinDelta"":0.018884,""relativeFluxFactor"":1.462469,""spectralNoveltyRatio"":4.329018,""spectralNoveltyMinBins"":41,""cooldownFrames"":5,""cooldownOverrideFactor"":3.600445,""cooldownOverrideMinFlux"":0.029303,""cooldownOverrideMinBandRatio"":0.057477,""analyzeIntervalMs"":35}"
559,r004-0015-effb501a,4,151,5,5,1,0,112,"{""relativeReattackFactor"":3.541056,""relativeReattackMinDelta"":0.012699,""relativeFluxFactor"":2.040073,""spectralNoveltyRatio"":3.255729,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":2.503947,""cooldownOverrideMinFlux"":0.026943,""cooldownOverrideMinBandRatio"":0.060607,""analyzeIntervalMs"":43}"
560,r005-0027-ab6e6171,5,151,5,5,1,0,112,"{""relativeReattackFactor"":3.677545,""relativeReattackMinDelta"":0.015519,""relativeFluxFactor"":2.249142,""spectralNoveltyRatio"":3.14117,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.399277,""cooldownOverrideMinFlux"":0.027748,""cooldownOverrideMinBandRatio"":0.060007,""analyzeIntervalMs"":43}"
561,r004-0020-e5395c16,4,145,5,6,1,0,111,"{""relativeReattackFactor"":3.458038,""relativeReattackMinDelta"":0.013949,""relativeFluxFactor"":2.257363,""spectralNoveltyRatio"":3.570228,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.711909,""cooldownOverrideMinFlux"":0.028746,""cooldownOverrideMinBandRatio"":0.055746,""analyzeIntervalMs"":43}"
562,r001-0025-b0df2fc6,1,139,4,4,4,0,117,"{""relativeReattackFactor"":3.706787,""relativeReattackMinDelta"":0.024828,""relativeFluxFactor"":3.581258,""spectralNoveltyRatio"":5.679127,""spectralNoveltyMinBins"":30,""cooldownFrames"":5,""cooldownOverrideFactor"":2.322659,""cooldownOverrideMinFlux"":0.012745,""cooldownOverrideMinBandRatio"":0.027001,""analyzeIntervalMs"":37}"
563,r004-0071-db75cd75,4,139,4,4,5,0,114,"{""relativeReattackFactor"":3.562137,""relativeReattackMinDelta"":0.012469,""relativeFluxFactor"":2.184925,""spectralNoveltyRatio"":2.656817,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.387601,""cooldownOverrideMinFlux"":0.029819,""cooldownOverrideMinBandRatio"":0.053537,""analyzeIntervalMs"":42}"
564,r005-0006-b17367c3,5,139,4,4,5,0,113,"{""relativeReattackFactor"":3.438269,""relativeReattackMinDelta"":0.014289,""relativeFluxFactor"":2.130723,""spectralNoveltyRatio"":3.130309,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.636339,""cooldownOverrideMinFlux"":0.028668,""cooldownOverrideMinBandRatio"":0.059409,""analyzeIntervalMs"":42}"
565,r004-0065-fc73d8c9,4,136,5,5,2,0,114,"{""relativeReattackFactor"":3.277142,""relativeReattackMinDelta"":0.014043,""relativeFluxFactor"":1.802682,""spectralNoveltyRatio"":3.69582,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.269662,""cooldownOverrideMinFlux"":0.02676,""cooldownOverrideMinBandRatio"":0.051898,""analyzeIntervalMs"":43}"
566,r003-0077-150356f0,3,132,4,3,3,0,118,"{""relativeReattackFactor"":3.584534,""relativeReattackMinDelta"":0.025,""relativeFluxFactor"":3.187505,""spectralNoveltyRatio"":4.995521,""spectralNoveltyMinBins"":32,""cooldownFrames"":5,""cooldownOverrideFactor"":2.275165,""cooldownOverrideMinFlux"":0.010393,""cooldownOverrideMinBandRatio"":0.037306,""analyzeIntervalMs"":41}"
567,r004-0022-167c0edd,4,129,4,5,2,0,113,"{""relativeReattackFactor"":3.477583,""relativeReattackMinDelta"":0.0172,""relativeFluxFactor"":2.030848,""spectralNoveltyRatio"":2.937363,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.779639,""cooldownOverrideMinFlux"":0.025778,""cooldownOverrideMinBandRatio"":0.055639,""analyzeIntervalMs"":43}"
568,r004-0052-bb1ed5f2,4,129,4,5,2,0,114,"{""relativeReattackFactor"":3.683724,""relativeReattackMinDelta"":0.015149,""relativeFluxFactor"":2.131421,""spectralNoveltyRatio"":2.707048,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.536878,""cooldownOverrideMinFlux"":0.026544,""cooldownOverrideMinBandRatio"":0.057678,""analyzeIntervalMs"":43}"
569,r002-0011-d79042fd,2,127,4,6,4,0,112,"{""relativeReattackFactor"":3.799056,""relativeReattackMinDelta"":0.022075,""relativeFluxFactor"":3.3803,""spectralNoveltyRatio"":4.989445,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":2.861957,""cooldownOverrideMinFlux"":0.015946,""cooldownOverrideMinBandRatio"":0.023838,""analyzeIntervalMs"":37}"
570,r003-0025-2593ffeb,3,127,4,6,4,0,112,"{""relativeReattackFactor"":3.777283,""relativeReattackMinDelta"":0.025,""relativeFluxFactor"":3.459055,""spectralNoveltyRatio"":6,""spectralNoveltyMinBins"":42,""cooldownFrames"":5,""cooldownOverrideFactor"":2.279672,""cooldownOverrideMinFlux"":0.015154,""cooldownOverrideMinBandRatio"":0.026782,""analyzeIntervalMs"":37}"
571,r005-0014-066cbdf6,5,126,4,2,4,0,120,"{""relativeReattackFactor"":3.560861,""relativeReattackMinDelta"":0.012305,""relativeFluxFactor"":1.98407,""spectralNoveltyRatio"":2.393606,""spectralNoveltyMinBins"":44,""cooldownFrames"":5,""cooldownOverrideFactor"":2.563791,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.056861,""analyzeIntervalMs"":40}"
572,r002-0051-a875189a,2,126,4,3,4,0,118,"{""relativeReattackFactor"":3.880737,""relativeReattackMinDelta"":0.025,""relativeFluxFactor"":3.313096,""spectralNoveltyRatio"":5.297403,""spectralNoveltyMinBins"":32,""cooldownFrames"":5,""cooldownOverrideFactor"":2.377729,""cooldownOverrideMinFlux"":0.012152,""cooldownOverrideMinBandRatio"":0.036972,""analyzeIntervalMs"":35}"
573,r003-0076-7117d4b5,3,124,4,8,3,0,110,"{""relativeReattackFactor"":3.621951,""relativeReattackMinDelta"":0.015826,""relativeFluxFactor"":2.429838,""spectralNoveltyRatio"":3.084171,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.436125,""cooldownOverrideMinFlux"":0.026493,""cooldownOverrideMinBandRatio"":0.04992,""analyzeIntervalMs"":44}"
574,r004-0057-eb310c33,4,123,4,6,2,0,113,"{""relativeReattackFactor"":3.703143,""relativeReattackMinDelta"":0.014326,""relativeFluxFactor"":2.262683,""spectralNoveltyRatio"":2.981977,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.559491,""cooldownOverrideMinFlux"":0.026692,""cooldownOverrideMinBandRatio"":0.064105,""analyzeIntervalMs"":40}"
575,r005-0034-1236bd48,5,120,4,3,4,0,118,"{""relativeReattackFactor"":3.586358,""relativeReattackMinDelta"":0.010916,""relativeFluxFactor"":1.839797,""spectralNoveltyRatio"":2.474994,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":2.723158,""cooldownOverrideMinFlux"":0.027158,""cooldownOverrideMinBandRatio"":0.055159,""analyzeIntervalMs"":40}"
576,r003-0020-d4342661,3,120,4,4,4,0,117,"{""relativeReattackFactor"":3.822392,""relativeReattackMinDelta"":0.025,""relativeFluxFactor"":3.154454,""spectralNoveltyRatio"":5.892047,""spectralNoveltyMinBins"":32,""cooldownFrames"":5,""cooldownOverrideFactor"":2.379388,""cooldownOverrideMinFlux"":0.013437,""cooldownOverrideMinBandRatio"":0.023835,""analyzeIntervalMs"":35}"
